contract_id,vendor_name,contract_value,contract_date,department,procurement_type,location_state,duration_months,classification
IND-CTR-2025-0382,Mazagon Dock Shipbuilders,105.89,14/2/2025,Indian Navy,Electronics,West Bengal,14,Standard
IND-CTR-2025-0720,Hindustan Aeronautics Limited (HAL),18.04,14/2/2025,Indian Air Force,Maintenance & MRO,Tamil Nadu,17,Small
IND-CTR-2025-1243,Avantel,2568.44,14/2/2025,Ministry of Defence (MoD),Satellites,Jharkhand,51,Major
IND-CTR-2024-1485,Astra Microwave,143.45,15/2/2025,Indian Coast Guard,Communications,Kerala,17,Standard
IND-CTR-2024-1850,DRDO - RCI,533.64,16/2/2025,Indian Air Force,Helicopters,Madhya Pradesh,43,Major
IND-CTR-2024-1765,Godrej Aerospace,6378.02,17/2/2025,Indian Coast Guard,Submarines,Jammu & Kashmir,73,Major
IND-CTR-2025-0454,Bharat Forge Defence,7.72,17/2/2025,ISRO,IT Services,Tamil Nadu,24,Small
IND-CTR-2023-0924,BEML Limited,1451.47,18/2/2025,ISRO,Aircraft,Goa,43,Major
IND-CTR-2024-0491,Larsen & Toubro Defence,1148.9,18/2/2025,ISRO,Missiles,Uttarakhand,52,Major
IND-CTR-2024-1690,Tata Power SED,1073.18,18/2/2025,Ministry of Defence (MoD),Space Systems,Tripura,30,Major
IND-CTR-2024-1972,Mahindra Defence Systems,1077.54,18/2/2025,Indian Army,Missiles,Punjab,41,Major
IND-CTR-2025-0712,Centum Electronics,57.09,18/2/2025,Indian Air Force,Vehicles,Telangana,24,Standard
IND-CTR-2023-0896,Bharat Electronics Limited (BEL),587.53,19/2/2025,DRDO,Aircraft,Tripura,49,Major
IND-CTR-2025-0680,Larsen & Toubro Defence,11.02,19/2/2025,Ministry of Defence (MoD),Communications,Manipur,19,Small
IND-CTR-2023-0269,Kalyani Strategic Systems,136.1,20/2/2025,Ministry of Defence (MoD),Ammunition,Kerala,8,Standard
IND-CTR-2023-0446,Astra Microwave,124.73,20/2/2025,Ministry of Defence (MoD),Ammunition,Mizoram,9,Standard
IND-CTR-2023-1130,Saraswat Defence,50.77,20/2/2025,Indian Navy,IT Services,Odisha,13,Standard
IND-CTR-2025-0551,Taneja Aerospace,29.01,20/2/2025,Indian Coast Guard,Electronics,Ladakh,15,Small
IND-CTR-2023-0006,Godrej Aerospace,8.09,21/2/2025,ISRO,Training & Simulation,Rajasthan,11,Small
IND-CTR-2023-1159,Garden Reach Shipbuilders & Engineers,30.21,21/2/2025,Ministry of Home Affairs (CAPF),Maintenance & MRO,Himachal Pradesh,15,Small
IND-CTR-2023-1908,NewSpace Research & Technologies,11,21/2/2025,Indian Air Force,Maintenance & MRO,Karnataka,16,Small
IND-CTR-2024-1807,Godrej Aerospace,211.85,21/2/2025,Indian Coast Guard,Electronics,Punjab,16,Standard
IND-CTR-2025-0781,Electronics Corporation of India Limited (ECIL),10.44,21/2/2025,Indian Air Force,Training & Simulation,Kerala,13,Small
IND-CTR-2025-1033,Bharat Forge Defence,1592.55,21/2/2025,Ministry of Home Affairs (CAPF),Aircraft,Andhra Pradesh,52,Major
IND-CTR-2024-1751,Mazagon Dock Shipbuilders,1304.85,22/2/2025,Indian Navy,Satellites,Delhi,31,Major
IND-CTR-2023-1017,Astra Microwave,478.41,23/2/2025,ISRO,Space Systems,Jharkhand,32,Standard
IND-CTR-2023-1241,Samtel Avionics,289.15,23/2/2025,Ministry of Home Affairs (CAPF),Missiles,Madhya Pradesh,36,Standard
IND-CTR-2023-1924,Taneja Aerospace,64.81,23/2/2025,Indian Coast Guard,Electronics,Gujarat,26,Standard
IND-CTR-2024-0069,DRDO - LRDE,147.37,23/2/2025,ISRO,Electronics,Mizoram,23,Standard
IND-CTR-2024-0935,DRDO - LRDE,25.23,23/2/2025,Ministry of Defence (MoD),Vehicles,Odisha,29,Small
IND-CTR-2025-1078,Ananth Technologies,419.22,23/2/2025,Ministry of Home Affairs (CAPF),Vehicles,Odisha,22,Standard
IND-CTR-2025-0641,Kalyani Strategic Systems,5,24/2/2025,Indian Navy,Drones/UAV,Jammu & Kashmir,18,Small
IND-CTR-2023-1066,Samtel Avionics,36.04,25/2/2025,Indian Army,Maintenance & MRO,Uttar Pradesh,11,Small
IND-CTR-2023-1113,Samtel Avionics,42.27,25/2/2025,Ministry of Home Affairs (CAPF),Communications,Uttar Pradesh,21,Small
IND-CTR-2023-1276,Electronics Corporation of India Limited (ECIL),694.83,27/2/2025,Ministry of Defence (MoD),Radars,Ladakh,39,Major
IND-CTR-2025-0334,Ananth Technologies,37.52,27/2/2025,Indian Army,Electronics,Karnataka,12,Small
IND-CTR-2024-1298,Saraswat Defence,500,28/2/2025,Indian Army,Aircraft,Jammu & Kashmir,32,Standard
IND-CTR-2023-1857,Godrej Aerospace,59.42,1/3/2025,Ministry of Home Affairs (CAPF),Ammunition,Jharkhand,14,Standard
IND-CTR-2024-1732,Aequs Aerospace,15.85,2/3/2025,Indian Air Force,Training & Simulation,Goa,7,Small
IND-CTR-2023-0566,Aequs Aerospace,23.17,3/3/2025,DRDO,Maintenance & MRO,Tripura,18,Small
IND-CTR-2024-0698,Bharat Heavy Electricals Limited (BHEL),668.01,3/3/2025,Indian Coast Guard,Missiles,Jharkhand,36,Major
IND-CTR-2025-0326,Bharat Forge Defence,18.41,3/3/2025,ISRO,IT Services,Himachal Pradesh,23,Small
IND-CTR-2025-1584,Bharat Forge Defence,5237.65,3/3/2025,Indian Army,Naval Ships,Punjab,42,Major
IND-CTR-2025-1639,Mahindra Defence Systems,8000,3/3/2025,Indian Air Force,Aircraft,Meghalaya,52,Major
IND-CTR-2025-1565,Adani Defence & Aerospace,30.77,4/3/2025,Indian Air Force,IT Services,Jharkhand,17,Small
IND-CTR-2024-0715,Alpha Design Technologies,3175.61,5/3/2025,ISRO,Naval Ships,Tamil Nadu,64,Major
IND-CTR-2024-1429,Paras Defence & Space Technologies,44.63,5/3/2025,DRDO,IT Services,Jammu & Kashmir,16,Small
IND-CTR-2023-1652,DRDO - RCI,153.84,6/3/2025,Indian Army,Ammunition,Uttarakhand,11,Standard
IND-CTR-2023-0321,Tonbo Imaging,67.91,7/3/2025,Ministry of Home Affairs (CAPF),Electronics,Himachal Pradesh,21,Standard
IND-CTR-2023-0105,Tata Advanced Systems,317.2,8/3/2025,DRDO,Missiles,Meghalaya,51,Standard
IND-CTR-2025-0776,Bharat Dynamics Limited (BDL),98.67,9/3/2025,ISRO,Drones/UAV,Ladakh,17,Standard
IND-CTR-2025-1746,Garden Reach Shipbuilders & Engineers,65.16,9/3/2025,Ministry of Defence (MoD),IT Services,Telangana,17,Standard
IND-CTR-2025-0628,Avantel,22.82,10/3/2025,Indian Coast Guard,Communications,Karnataka,23,Small
IND-CTR-2023-0340,Adani Defence & Aerospace,10.21,11/3/2025,Ministry of Home Affairs (CAPF),Maintenance & MRO,Tripura,19,Small
IND-CTR-2025-0084,Astra Microwave,126.42,12/3/2025,Ministry of Defence (MoD),Electronics,Andhra Pradesh,15,Standard
IND-CTR-2023-1903,Garden Reach Shipbuilders & Engineers,1781.39,13/3/2025,Ministry of Defence (MoD),Helicopters,Bihar,27,Major
IND-CTR-2025-0908,IdeaForge,1524.03,13/3/2025,Ministry of Home Affairs (CAPF),Missiles,Nagaland,27,Major
IND-CTR-2023-0706,Hindustan Aeronautics Limited (HAL),254.78,14/3/2025,Indian Coast Guard,Ammunition,Chhattisgarh,13,Standard
IND-CTR-2023-1343,Hindustan Shipyard Limited,1246.39,14/3/2025,Ministry of Defence (MoD),Aircraft,Meghalaya,32,Major
IND-CTR-2023-0926,Saraswat Defence,112.3,15/3/2025,Indian Air Force,Electronics,Himachal Pradesh,23,Standard
IND-CTR-2025-0285,Astra Microwave,13.43,15/3/2025,Indian Army,Drones/UAV,Karnataka,17,Small
IND-CTR-2025-1470,Bharat Electronics Limited (BEL),5.27,15/3/2025,Indian Air Force,IT Services,Telangana,18,Small
IND-CTR-2023-1335,Ananth Technologies,259.48,16/3/2025,Indian Navy,Vehicles,Uttar Pradesh,23,Standard
IND-CTR-2025-1585,Suryadipta Projects,118.87,16/3/2025,Indian Army,Electronics,West Bengal,22,Standard
IND-CTR-2025-0848,Tonbo Imaging,28.14,17/3/2025,Indian Army,Maintenance & MRO,Telangana,11,Small
IND-CTR-2023-0939,Paras Defence & Space Technologies,319.9,18/3/2025,ISRO,Radars,Chhattisgarh,24,Standard
IND-CTR-2024-1086,Aequs Aerospace,1518.87,18/3/2025,ISRO,Aircraft,Sikkim,40,Major
IND-CTR-2025-0991,Tata Advanced Systems,127.09,18/3/2025,Ministry of Defence (MoD),Radars,Gujarat,32,Standard
IND-CTR-2025-1942,BEML Limited,18.75,19/3/2025,DRDO,Maintenance & MRO,Kerala,14,Small
IND-CTR-2024-1441,Tata Advanced Systems,67.36,20/3/2025,Indian Navy,Electronics,Tamil Nadu,16,Standard
IND-CTR-2025-0699,NewSpace Research & Technologies,103.51,20/3/2025,Ministry of Home Affairs (CAPF),Electronics,Meghalaya,13,Standard
IND-CTR-2024-0742,Kalyani Strategic Systems,1256.37,21/3/2025,DRDO,Aircraft,Meghalaya,45,Major
IND-CTR-2024-0426,Ananth Technologies,390.76,22/3/2025,Indian Army,Missiles,Tripura,36,Standard
IND-CTR-2025-1177,Tonbo Imaging,378.37,23/3/2025,DRDO,Artillery,Kerala,30,Standard
IND-CTR-2025-1534,IdeaForge,71.99,23/3/2025,Indian Coast Guard,Electronics,Bihar,15,Standard
IND-CTR-2024-1624,BEML Limited,6000,24/3/2025,Indian Coast Guard,Satellites,Meghalaya,56,Major
IND-CTR-2025-1279,Garden Reach Shipbuilders & Engineers,24.74,24/3/2025,Indian Coast Guard,Communications,Andhra Pradesh,26,Small
IND-CTR-2023-0577,Taneja Aerospace,54.83,25/3/2025,Ministry of Home Affairs (CAPF),Training & Simulation,Tripura,10,Standard
IND-CTR-2023-0013,Samtel Avionics,326.21,26/3/2025,Indian Navy,Engines,Madhya Pradesh,24,Standard
IND-CTR-2024-1847,Aequs Aerospace,194.5,26/3/2025,Indian Army,Missiles,Himachal Pradesh,43,Standard
IND-CTR-2025-1330,DRDO - ADE,118.41,26/3/2025,Ministry of Home Affairs (CAPF),IT Services,Uttar Pradesh,17,Standard
IND-CTR-2025-1352,Walchandnagar Industries,28.49,26/3/2025,Ministry of Defence (MoD),Cybersecurity,Uttar Pradesh,10,Small
IND-CTR-2025-1439,Cochin Shipyard Limited,40.94,26/3/2025,Ministry of Home Affairs (CAPF),Electronics,Ladakh,21,Small
IND-CTR-2024-1022,BEML Limited,41.72,27/3/2025,Ministry of Home Affairs (CAPF),Ammunition,Bihar,11,Small
IND-CTR-2024-1971,Godrej Aerospace,70.39,27/3/2025,Indian Air Force,Communications,Madhya Pradesh,16,Standard
IND-CTR-2025-0355,Ananth Technologies,46.51,27/3/2025,ISRO,Drones/UAV,Telangana,19,Small
IND-CTR-2025-0984,Sika Interplant,113.15,27/3/2025,DRDO,Vehicles,Uttar Pradesh,20,Standard
IND-CTR-2025-1501,DRDO - ADE,26.05,27/3/2025,DRDO,Training & Simulation,Andhra Pradesh,12,Small
IND-CTR-2024-0598,Hindustan Shipyard Limited,29.24,30/3/2025,Ministry of Defence (MoD),Vehicles,Delhi,22,Small
IND-CTR-2024-1376,Bharat Heavy Electricals Limited (BHEL),23.69,31/3/2025,Indian Army,Maintenance & MRO,West Bengal,12,Small
IND-CTR-2025-0815,Sika Interplant,56.82,31/3/2025,ISRO,Electronics,Goa,26,Standard
IND-CTR-2023-0704,Mazagon Dock Shipbuilders,1393.11,1/4/2025,Indian Army,Satellites,Haryana,59,Major
IND-CTR-2023-1434,Larsen & Toubro Defence,3107.78,1/4/2025,Indian Air Force,Satellites,Andhra Pradesh,61,Major
IND-CTR-2024-1020,Avantel,8725.5,1/4/2025,Indian Air Force,Submarines,Assam,92,Major
IND-CTR-2025-0407,Bharat Forge Defence,1157.92,1/4/2025,Indian Navy,Naval Ships,Uttar Pradesh,64,Major
IND-CTR-2025-0608,Mazagon Dock Shipbuilders,19.92,1/4/2025,Indian Navy,Drones/UAV,Himachal Pradesh,20,Small
IND-CTR-2025-0839,Alpha Design Technologies,141,1/4/2025,DRDO,Radars,Assam,21,Standard
IND-CTR-2025-0122,Centum Electronics,232.63,3/4/2025,Indian Army,Vehicles,Chhattisgarh,23,Standard
IND-CTR-2025-1216,IdeaForge,232.18,3/4/2025,Indian Army,Vehicles,Maharashtra,31,Standard
IND-CTR-2025-1549,Bharat Heavy Electricals Limited (BHEL),278.14,3/4/2025,Indian Navy,Radars,Uttarakhand,25,Standard
IND-CTR-2023-0214,Bharat Heavy Electricals Limited (BHEL),43.41,4/4/2025,Ministry of Home Affairs (CAPF),Electronics,Jharkhand,16,Small
IND-CTR-2023-0630,Aequs Aerospace,74.09,4/4/2025,Ministry of Home Affairs (CAPF),IT Services,Goa,9,Standard
IND-CTR-2023-0933,Ordnance Factory Board,109.53,4/4/2025,Ministry of Defence (MoD),Communications,Assam,18,Standard
IND-CTR-2023-1301,Bharat Heavy Electricals Limited (BHEL),15.98,4/4/2025,Indian Air Force,Communications,Sikkim,10,Small
IND-CTR-2023-1685,Astra Microwave,1500,4/4/2025,Ministry of Home Affairs (CAPF),Artillery,Chhattisgarh,30,Major
IND-CTR-2023-1824,Larsen & Toubro Defence,39.84,4/4/2025,Indian Air Force,Ammunition,Punjab,13,Small
IND-CTR-2025-0767,DRDO - LRDE,51.15,4/4/2025,Ministry of Defence (MoD),IT Services,Tripura,21,Standard
IND-CTR-2025-1965,Data Patterns,753.54,4/4/2025,Indian Air Force,Missiles,Uttar Pradesh,35,Major
IND-CTR-2024-0772,Electronics Corporation of India Limited (ECIL),356.79,5/4/2025,ISRO,Helicopters,Madhya Pradesh,32,Standard
IND-CTR-2025-0306,Bharat Dynamics Limited (BDL),662.02,5/4/2025,Ministry of Home Affairs (CAPF),Satellites,Tripura,44,Major
IND-CTR-2024-0963,DRDO - ADE,1752.21,6/4/2025,Indian Army,Naval Ships,Andhra Pradesh,77,Major
IND-CTR-2024-0330,Tata Advanced Systems,39.46,7/4/2025,DRDO,IT Services,Madhya Pradesh,32,Small
IND-CTR-2024-0120,Centum Electronics,19.17,8/4/2025,Indian Navy,Electronics,Punjab,23,Small
IND-CTR-2025-0061,Tata Advanced Systems,1248.51,8/4/2025,Indian Army,Missiles,Punjab,39,Major
IND-CTR-2025-0883,Saraswat Defence,83.02,9/4/2025,ISRO,Drones/UAV,Haryana,18,Standard
IND-CTR-2025-1314,Hindustan Aeronautics Limited (HAL),73.2,9/4/2025,Indian Air Force,Cybersecurity,Assam,13,Standard
IND-CTR-2025-1858,Kalyani Strategic Systems,288.57,9/4/2025,Indian Army,Vehicles,Karnataka,21,Standard
IND-CTR-2023-1605,Bharat Heavy Electricals Limited (BHEL),345.32,10/4/2025,Indian Air Force,Engines,Haryana,23,Standard
IND-CTR-2024-0312,Data Patterns,160.18,10/4/2025,DRDO,Engines,Tripura,25,Standard
IND-CTR-2024-1828,Centum Electronics,15.05,10/4/2025,DRDO,IT Services,West Bengal,19,Small
IND-CTR-2025-0081,Electronics Corporation of India Limited (ECIL),40.06,10/4/2025,DRDO,Maintenance & MRO,Arunachal Pradesh,13,Small
IND-CTR-2023-0190,Larsen & Toubro Defence,101.41,11/4/2025,Ministry of Home Affairs (CAPF),Artillery,Mizoram,37,Standard
IND-CTR-2024-0007,Electronics Corporation of India Limited (ECIL),2360.19,11/4/2025,Ministry of Home Affairs (CAPF),Naval Ships,Tripura,61,Major
IND-CTR-2023-0623,DRDO - ADE,4.46,12/4/2025,Indian Air Force,Maintenance & MRO,Jharkhand,9,Small
IND-CTR-2023-0811,IdeaForge,984.51,13/4/2025,Ministry of Defence (MoD),Aircraft,Uttarakhand,39,Major
IND-CTR-2023-1491,Cochin Shipyard Limited,63.01,13/4/2025,Indian Air Force,Electronics,Jharkhand,20,Standard
IND-CTR-2023-1645,Kalyani Strategic Systems,44.89,13/4/2025,DRDO,IT Services,Tamil Nadu,16,Small
IND-CTR-2024-1449,Tonbo Imaging,138.15,13/4/2025,Ministry of Home Affairs (CAPF),Radars,Madhya Pradesh,24,Standard
IND-CTR-2025-1198,Saraswat Defence,110.13,13/4/2025,Ministry of Home Affairs (CAPF),Vehicles,Nagaland,31,Standard
IND-CTR-2023-0812,Paras Defence & Space Technologies,36.01,14/4/2025,Indian Army,IT Services,Jharkhand,17,Small
IND-CTR-2024-1042,Hindustan Shipyard Limited,30.94,14/4/2025,ISRO,IT Services,Himachal Pradesh,26,Small
IND-CTR-2023-1898,Sika Interplant,417.25,15/4/2025,Indian Navy,Space Systems,Tamil Nadu,32,Standard
IND-CTR-2025-1846,Paras Defence & Space Technologies,21.24,15/4/2025,DRDO,Maintenance & MRO,Jammu & Kashmir,14,Small
IND-CTR-2023-0364,Electronics Corporation of India Limited (ECIL),175.48,16/4/2025,DRDO,Electronics,Jammu & Kashmir,12,Standard
IND-CTR-2023-1062,Bharat Electronics Limited (BEL),2841.34,16/4/2025,Indian Coast Guard,Submarines,Kerala,61,Major
IND-CTR-2023-1515,Sika Interplant,64.02,16/4/2025,Indian Coast Guard,Cybersecurity,Telangana,13,Standard
IND-CTR-2025-0565,VEM Technologies,63.47,16/4/2025,Indian Navy,Vehicles,Gujarat,23,Standard
IND-CTR-2023-1902,Taneja Aerospace,229.01,17/4/2025,Indian Coast Guard,Radars,Punjab,31,Standard
IND-CTR-2025-0582,Cochin Shipyard Limited,12.72,19/4/2025,Indian Army,Cybersecurity,Bihar,10,Small
IND-CTR-2025-1862,Godrej Aerospace,13.01,19/4/2025,Indian Air Force,Maintenance & MRO,Sikkim,12,Small
IND-CTR-2025-1737,Adani Defence & Aerospace,19.19,22/4/2025,Indian Navy,Training & Simulation,Punjab,11,Small
IND-CTR-2023-0580,Electronics Corporation of India Limited (ECIL),2666.52,24/4/2025,Ministry of Defence (MoD),Naval Ships,Uttar Pradesh,81,Major
IND-CTR-2024-0183,Avantel,71.38,24/4/2025,Indian Navy,IT Services,Chhattisgarh,19,Standard
IND-CTR-2024-1511,IdeaForge,36.79,24/4/2025,ISRO,Communications,Himachal Pradesh,15,Small
IND-CTR-2025-1848,Larsen & Toubro Defence,66.94,24/4/2025,DRDO,Vehicles,Madhya Pradesh,22,Standard
IND-CTR-2025-1169,Samtel Avionics,45.89,25/4/2025,ISRO,Training & Simulation,Nagaland,10,Small
IND-CTR-2025-1265,Bharat Forge Defence,21.82,25/4/2025,Ministry of Home Affairs (CAPF),Maintenance & MRO,Jammu & Kashmir,19,Small
IND-CTR-2024-1043,Bharat Heavy Electricals Limited (BHEL),852.76,28/4/2025,Ministry of Defence (MoD),Aircraft,Karnataka,52,Major
IND-CTR-2025-1229,Walchandnagar Industries,28.53,28/4/2025,DRDO,Ammunition,Tamil Nadu,12,Small
IND-CTR-2025-1646,Samtel Avionics,602.01,28/4/2025,Indian Air Force,Artillery,Punjab,31,Major
IND-CTR-2024-0147,Kalyani Strategic Systems,285.97,29/4/2025,Ministry of Home Affairs (CAPF),Artillery,Meghalaya,29,Standard
IND-CTR-2024-1182,Data Patterns,4057.78,29/4/2025,DRDO,Naval Ships,Goa,75,Major
IND-CTR-2024-1806,Aequs Aerospace,343.09,29/4/2025,Ministry of Defence (MoD),Radars,Odisha,32,Standard
IND-CTR-2025-0293,Hindustan Aeronautics Limited (HAL),18.89,29/4/2025,Ministry of Defence (MoD),Maintenance & MRO,Mizoram,16,Small
IND-CTR-2025-0615,Suryadipta Projects,710.17,29/4/2025,Ministry of Defence (MoD),Missiles,Mizoram,35,Major
IND-CTR-2025-1242,Data Patterns,194.89,29/4/2025,Indian Army,Electronics,Arunachal Pradesh,17,Standard
IND-CTR-2023-1861,Suryadipta Projects,15.4,30/4/2025,Ministry of Defence (MoD),Drones/UAV,Ladakh,11,Small
IND-CTR-2023-1886,Sika Interplant,69.55,30/4/2025,Indian Navy,Artillery,Himachal Pradesh,29,Standard
IND-CTR-2023-0093,Walchandnagar Industries,360.64,1/5/2025,Indian Air Force,Artillery,West Bengal,32,Standard
IND-CTR-2024-0151,IdeaForge,354.12,1/5/2025,Indian Navy,Radars,Gujarat,30,Standard
IND-CTR-2025-0331,Paras Defence & Space Technologies,234.51,1/5/2025,Indian Army,Electronics,Punjab,17,Standard
IND-CTR-2023-0835,IdeaForge,1714.29,2/5/2025,Indian Coast Guard,Space Systems,Meghalaya,34,Major
IND-CTR-2025-1350,Centum Electronics,12.03,2/5/2025,DRDO,Maintenance & MRO,Uttarakhand,12,Small
IND-CTR-2023-0243,Tata Power SED,290,3/5/2025,Ministry of Defence (MoD),Radars,Arunachal Pradesh,37,Standard
IND-CTR-2024-1841,Alpha Design Technologies,1168.66,3/5/2025,Indian Air Force,Missiles,Goa,34,Major
IND-CTR-2025-0745,Saraswat Defence,761.53,3/5/2025,ISRO,Missiles,Telangana,49,Major
IND-CTR-2025-1758,Aequs Aerospace,15.29,4/5/2025,Indian Air Force,Maintenance & MRO,Manipur,12,Small
IND-CTR-2023-0944,Mazagon Dock Shipbuilders,24.8,5/5/2025,Indian Coast Guard,IT Services,Gujarat,13,Small
IND-CTR-2025-0609,BEML Limited,37.5,5/5/2025,Indian Army,Drones/UAV,Arunachal Pradesh,14,Small
IND-CTR-2023-0887,Bharat Forge Defence,19.96,7/5/2025,DRDO,Communications,Punjab,24,Small
IND-CTR-2023-1146,Ordnance Factory Board,259.59,7/5/2025,DRDO,Vehicles,Kerala,33,Standard
IND-CTR-2025-0118,Hindustan Shipyard Limited,140.12,7/5/2025,Indian Army,Drones/UAV,Telangana,12,Standard
IND-CTR-2025-1713,Astra Microwave,38.12,7/5/2025,Indian Army,Ammunition,Bihar,9,Small
IND-CTR-2023-1390,Tata Power SED,10.13,8/5/2025,DRDO,Drones/UAV,Kerala,19,Small
IND-CTR-2024-1845,Tata Power SED,80.33,8/5/2025,Indian Navy,Electronics,Bihar,15,Standard
IND-CTR-2024-1927,Ordnance Factory Board,62.1,10/5/2025,Ministry of Defence (MoD),Ammunition,Manipur,13,Standard
IND-CTR-2023-1090,Walchandnagar Industries,150.12,13/5/2025,Indian Air Force,IT Services,Odisha,25,Standard
IND-CTR-2025-0661,Taneja Aerospace,139.19,13/5/2025,Indian Army,Communications,Rajasthan,15,Standard
IND-CTR-2025-1389,NewSpace Research & Technologies,62.44,13/5/2025,Indian Navy,Vehicles,Madhya Pradesh,20,Standard
IND-CTR-2024-1529,Centum Electronics,62.52,14/5/2025,Indian Navy,Electronics,Uttar Pradesh,28,Standard
IND-CTR-2023-1340,Suryadipta Projects,1821.69,15/5/2025,ISRO,Helicopters,Rajasthan,29,Major
IND-CTR-2025-0302,Sika Interplant,288.46,15/5/2025,Ministry of Home Affairs (CAPF),Vehicles,Meghalaya,23,Standard
IND-CTR-2023-0362,Larsen & Toubro Defence,259.09,16/5/2025,ISRO,Helicopters,Telangana,44,Standard
IND-CTR-2024-1722,Mazagon Dock Shipbuilders,36.39,16/5/2025,Indian Air Force,Ammunition,Maharashtra,14,Small
IND-CTR-2024-1313,Sika Interplant,8.36,17/5/2025,Ministry of Defence (MoD),Cybersecurity,Mizoram,18,Small
IND-CTR-2024-1923,Cochin Shipyard Limited,21.29,17/5/2025,Indian Navy,Communications,Madhya Pradesh,13,Small
IND-CTR-2023-0323,Astra Microwave,77.31,18/5/2025,Ministry of Defence (MoD),Communications,Telangana,20,Standard
IND-CTR-2024-1668,Walchandnagar Industries,26.75,18/5/2025,Indian Navy,Maintenance & MRO,Odisha,22,Small
IND-CTR-2025-0779,Suryadipta Projects,33.75,18/5/2025,Indian Coast Guard,Ammunition,Assam,8,Small
IND-CTR-2025-0898,Bharat Heavy Electricals Limited (BHEL),110.31,18/5/2025,Indian Navy,IT Services,Jharkhand,24,Standard
IND-CTR-2024-0740,Bharat Forge Defence,91.54,19/5/2025,ISRO,Electronics,Andhra Pradesh,20,Standard
IND-CTR-2024-1224,Adani Defence & Aerospace,146.64,19/5/2025,Indian Air Force,Electronics,Bihar,20,Standard
IND-CTR-2025-1124,Mahindra Defence Systems,683.48,19/5/2025,ISRO,Aircraft,Assam,46,Major
IND-CTR-2023-1594,Saraswat Defence,71.76,20/5/2025,Ministry of Defence (MoD),Ammunition,Madhya Pradesh,12,Standard
IND-CTR-2024-0700,Sika Interplant,641.72,20/5/2025,Ministry of Defence (MoD),Radars,Uttar Pradesh,31,Major
IND-CTR-2024-1599,Cochin Shipyard Limited,924.56,20/5/2025,Ministry of Home Affairs (CAPF),Missiles,Tripura,35,Major
IND-CTR-2025-0972,Paras Defence & Space Technologies,923.09,20/5/2025,Indian Air Force,Artillery,Bihar,42,Major
IND-CTR-2024-0343,Bharat Electronics Limited (BEL),4851.45,21/5/2025,Indian Air Force,Submarines,West Bengal,85,Major
IND-CTR-2024-1028,Larsen & Toubro Defence,54.3,21/5/2025,ISRO,Cybersecurity,Mizoram,12,Standard
IND-CTR-2024-1204,Walchandnagar Industries,122.53,21/5/2025,Ministry of Defence (MoD),Electronics,Bihar,15,Standard
IND-CTR-2025-0067,Hindustan Aeronautics Limited (HAL),19.89,21/5/2025,Indian Navy,Maintenance & MRO,Arunachal Pradesh,9,Small
IND-CTR-2024-1762,Bharat Electronics Limited (BEL),33.13,22/5/2025,Indian Coast Guard,Maintenance & MRO,Haryana,11,Small
IND-CTR-2025-1282,Avantel,308.35,22/5/2025,DRDO,Missiles,Ladakh,43,Standard
IND-CTR-2025-1957,NewSpace Research & Technologies,60.54,22/5/2025,ISRO,Radars,Bihar,33,Standard
IND-CTR-2023-1462,Ordnance Factory Board,69.81,23/5/2025,ISRO,Artillery,Nagaland,35,Standard
IND-CTR-2023-1312,Suryadipta Projects,186.16,24/5/2025,ISRO,Vehicles,Kerala,27,Standard
IND-CTR-2023-0117,Mahindra Defence Systems,110.95,25/5/2025,Ministry of Home Affairs (CAPF),Vehicles,Uttar Pradesh,23,Standard
IND-CTR-2023-0697,DRDO - RCI,2331.13,25/5/2025,DRDO,Aircraft,Rajasthan,34,Major
IND-CTR-2023-1721,Astra Microwave,13.95,25/5/2025,DRDO,IT Services,Madhya Pradesh,28,Small
IND-CTR-2024-0927,Garden Reach Shipbuilders & Engineers,725.44,25/5/2025,Indian Army,Missiles,Haryana,37,Major
IND-CTR-2024-0524,Garden Reach Shipbuilders & Engineers,66.18,26/5/2025,Ministry of Defence (MoD),Maintenance & MRO,Assam,17,Standard
IND-CTR-2024-0560,Avantel,139.15,26/5/2025,ISRO,Artillery,Kerala,41,Standard
IND-CTR-2024-1115,Tonbo Imaging,838.6,26/5/2025,DRDO,Helicopters,Haryana,47,Major
IND-CTR-2025-0174,Mahindra Defence Systems,100.35,26/5/2025,Indian Coast Guard,Vehicles,Assam,20,Standard
IND-CTR-2025-0203,NewSpace Research & Technologies,10.5,26/5/2025,DRDO,Electronics,Goa,13,Small
IND-CTR-2023-1682,NewSpace Research & Technologies,200,27/5/2025,DRDO,Satellites,Madhya Pradesh,50,Standard
IND-CTR-2024-1030,DRDO - ADE,475.43,29/5/2025,Indian Air Force,Missiles,Delhi,34,Standard
IND-CTR-2024-1958,IdeaForge,682.19,29/5/2025,Ministry of Defence (MoD),Missiles,Bihar,53,Major
IND-CTR-2025-0106,Taneja Aerospace,32.6,29/5/2025,Indian Air Force,Maintenance & MRO,Arunachal Pradesh,13,Small
IND-CTR-2025-0546,IdeaForge,120.76,29/5/2025,DRDO,Radars,Punjab,30,Standard
IND-CTR-2023-0178,Astra Microwave,9245.75,30/5/2025,ISRO,Submarines,Punjab,79,Major
IND-CTR-2025-0583,Mahindra Defence Systems,29.24,30/5/2025,Indian Coast Guard,Drones/UAV,Maharashtra,8,Small
